number_of_sentences,number_of_words,average_negative_score,average_positive_score,number_of_negating_words,contains_bad,contains_worst,contains_stupid,contains_waste,contains_boring,contains_love,contains_wonderful,contains_best,contains_great,contains_superb,contains_beautiful,filename,sentiment
43,537,19.75,17.75,11,True,False,False,False,False,True,True,False,True,False,True,10048_10.txt,positive
14,201,7.25,4.0,2,False,False,False,False,False,True,False,True,True,False,False,10049_8.txt,positive
34,722,26.375,26.0,8,False,False,False,False,False,False,False,False,True,False,False,1004_7.txt,positive
15,182,8.875,6.5,3,True,False,False,False,False,False,False,False,False,False,False,10050_10.txt,positive
8,163,8.125,4.875,2,False,False,False,False,False,True,False,False,False,False,False,10051_10.txt,positive
3,55,1.625,1.5,1,False,False,False,False,False,True,False,False,False,False,False,10052_10.txt,positive
20,279,13.125,11.75,3,False,False,False,False,False,True,False,False,False,False,False,10053_8.txt,positive
19,95,7.25,1.5,1,False,False,False,False,False,True,True,False,False,False,True,10054_10.txt,positive
0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,10055_7.txt,positive
8,133,5.25,3.625,0,False,False,False,False,False,False,False,False,False,False,False,10056_8.txt,positive
11,215,5.25,3.75,0,True,False,False,False,False,True,False,False,True,False,False,10057_9.txt,positive
13,324,12.25,11.625,2,False,False,False,False,False,False,False,False,True,False,False,10058_7.txt,positive
15,165,11.5,5.25,1,False,False,False,False,False,False,False,True,True,False,False,10059_10.txt,positive
6,105,5.0,5.0,3,False,False,False,False,False,False,False,True,False,False,False,1005_10.txt,positive
20,223,7.25,8.125,2,False,False,False,False,False,False,False,True,False,False,False,10060_9.txt,positive
8,104,4.75,5.625,1,False,False,False,False,False,False,False,False,False,False,False,10061_8.txt,positive
7,90,5.25,2.25,0,False,False,False,False,False,False,True,False,False,False,False,10062_10.txt,positive
8,126,5.25,2.375,0,False,False,False,False,False,False,False,False,True,False,False,10063_9.txt,positive
12,193,6.125,4.625,0,False,False,False,False,False,True,False,False,False,False,False,10064_10.txt,positive
13,280,12.5,8.375,3,False,False,False,False,False,False,False,False,False,True,False,10065_9.txt,positive
11,323,13.875,8.875,4,False,False,False,False,False,False,False,True,False,False,True,10066_10.txt,positive
5,43,3.875,0.375,0,False,False,False,False,False,False,True,False,False,False,False,10067_9.txt,positive
9,149,6.75,3.5,1,False,False,False,False,False,False,False,True,False,False,False,10068_8.txt,positive
5,105,3.0,3.125,0,False,False,False,False,False,False,False,False,False,False,False,10069_8.txt,positive
17,328,12.75,8.625,2,False,False,False,False,False,False,False,False,False,False,False,1006_8.txt,positive
4,72,1.5,1.875,0,False,False,False,False,False,False,False,False,False,False,False,10070_9.txt,positive
8,222,7.875,4.375,1,False,False,False,False,False,True,False,False,True,False,True,10071_9.txt,positive
8,111,5.25,3.5,2,False,False,False,False,False,False,False,False,False,False,False,10072_9.txt,positive
11,259,11.0,4.125,1,False,False,False,False,False,False,False,False,True,True,False,10073_10.txt,positive
11,111,4.375,4.125,2,False,False,False,False,False,False,True,False,False,False,False,10074_9.txt,positive
7,117,5.25,2.5,1,False,False,False,False,False,False,True,False,False,False,False,10075_9.txt,positive
4,55,2.875,2.125,1,False,False,False,False,False,False,False,False,True,False,False,10076_9.txt,positive
4,57,2.875,2.5,1,False,False,False,False,False,False,False,False,False,False,False,10077_10.txt,positive
20,268,16.0,9.625,0,False,False,False,False,False,True,False,True,False,False,True,10078_8.txt,positive
8,129,6.125,2.125,1,False,False,False,False,False,False,False,False,False,False,True,10079_8.txt,positive
13,176,6.625,6.125,5,True,False,False,False,False,True,False,False,True,False,False,1007_10.txt,positive
4,158,3.875,5.125,2,True,False,False,False,False,False,False,False,False,False,False,10080_10.txt,positive
13,248,14.5,7.5,3,True,False,False,False,False,False,False,False,False,False,True,10081_9.txt,positive
5,78,4.625,2.5,0,False,False,False,False,False,False,False,False,False,False,False,10082_10.txt,positive
12,200,6.5,6.75,2,False,False,False,False,False,False,False,False,False,False,False,10083_7.txt,positive
7,118,5.375,4.0,2,False,False,False,False,False,False,False,False,False,False,False,10084_10.txt,positive
12,167,4.125,2.125,1,False,False,False,False,False,False,False,False,False,False,False,10085_10.txt,positive
5,55,3.625,1.5,1,False,False,False,False,False,False,False,False,False,False,False,10086_7.txt,positive
3,60,3.375,0.875,0,False,False,False,False,False,False,False,False,False,False,False,10087_10.txt,positive
7,102,3.0,4.375,0,False,False,False,False,False,False,False,False,False,False,False,10088_10.txt,positive
8,143,2.75,4.5,4,False,False,False,False,False,False,False,False,False,False,False,10089_7.txt,positive
8,169,9.375,4.25,2,False,False,False,False,False,False,False,False,False,False,False,1008_10.txt,positive
7,171,12.375,6.625,2,False,False,False,False,True,False,False,False,False,False,True,10090_8.txt,positive
8,215,10.0,12.375,2,False,False,False,False,False,True,False,True,False,False,True,10091_7.txt,positive
3,116,6.625,3.5,0,False,False,False,False,False,True,False,False,False,False,True,10092_8.txt,positive
5,164,7.875,6.125,0,False,False,False,False,False,False,False,False,False,False,True,10093_7.txt,positive
19,591,20.947,22.678,9,False,False,False,False,False,True,False,False,True,False,False,10094_7.txt,positive
9,165,8.875,6.75,4,False,False,False,False,False,False,False,False,False,False,True,10095_7.txt,positive
0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,10096_7.txt,positive
13,247,10.25,6.0,3,False,False,False,False,False,False,False,False,True,False,False,10097_9.txt,positive
8,148,8.625,5.5,3,False,False,False,False,False,False,False,False,False,False,False,10098_10.txt,positive
16,515,15.375,20.0,6,True,False,False,False,False,False,False,False,False,False,False,10099_10.txt,positive
13,234,9.375,8.625,3,False,False,False,False,False,False,False,False,False,False,False,1009_8.txt,positive
13,350,11.75,9.625,3,False,False,False,False,False,False,False,False,False,False,False,100_7.txt,positive
13,193,10.375,5.125,2,False,False,False,False,False,False,False,False,False,False,False,10100_10.txt,positive
4,56,2.25,1.5,0,False,False,False,False,False,False,False,False,False,False,False,10101_8.txt,positive
8,157,7.125,4.875,1,False,False,False,False,False,False,True,True,False,False,False,10102_7.txt,positive
7,121,3.125,2.25,1,False,False,False,False,False,False,False,True,False,False,False,10103_8.txt,positive
16,265,8.375,10.625,5,False,False,False,False,False,False,False,False,True,False,False,10104_10.txt,positive
20,394,17.875,9.875,3,False,False,False,False,False,True,False,True,False,False,False,10105_8.txt,positive
16,280,7.375,6.25,3,False,False,False,False,False,True,False,True,False,False,False,10106_8.txt,positive
24,353,13.125,10.25,0,False,False,False,False,False,False,False,True,True,False,False,10107_8.txt,positive
16,182,10.5,6.25,1,False,False,False,False,False,False,False,True,True,True,False,10108_10.txt,positive
10,109,4.75,2.25,0,False,False,False,False,False,False,False,True,False,False,False,10109_10.txt,positive
14,220,10.75,6.875,2,False,False,False,False,False,True,False,False,False,False,False,1010_10.txt,positive
12,191,4.181,3.319,0,False,False,False,False,False,False,False,True,False,False,False,10110_10.txt,positive
8,147,6.5,6.75,2,False,False,False,False,False,False,False,False,False,False,False,10111_7.txt,positive
20,229,10.722000000000001,10.278,4,False,True,False,False,False,False,False,True,False,False,False,10112_7.txt,positive
22,509,24.5,18.25,3,False,False,False,False,False,False,False,True,True,False,False,10113_10.txt,positive
8,161,5.25,4.375,0,False,False,False,False,False,False,False,True,False,False,False,10114_10.txt,positive
8,111,3.875,4.125,0,False,False,False,False,False,False,False,False,False,False,False,10115_10.txt,positive
6,109,5.0,5.5,2,False,False,False,False,False,False,False,False,True,False,False,10116_10.txt,positive
7,159,6.0,6.75,2,False,False,False,False,False,False,False,True,False,False,True,10117_8.txt,positive
7,146,7.25,7.625,3,False,False,False,False,False,False,False,False,False,False,False,10118_7.txt,positive
5,185,8.125,9.875,2,False,False,False,False,False,False,False,False,False,False,False,10119_7.txt,positive
20,165,5.875,3.875,1,False,False,False,False,False,True,False,False,True,False,False,1011_10.txt,positive
11,327,9.375,9.5,1,False,False,False,False,False,False,False,False,False,False,False,10120_7.txt,positive
10,170,5.75,8.5,3,False,False,False,False,False,False,False,False,True,False,False,10121_8.txt,positive
7,143,8.125,5.625,1,True,False,False,False,False,False,False,False,False,False,False,10122_7.txt,positive
12,213,5.0,5.125,1,False,False,False,False,False,False,False,True,True,False,False,10123_10.txt,positive
20,659,18.125,22.625,3,False,False,False,False,False,False,False,False,True,False,False,10124_8.txt,positive
11,241,8.375,6.75,1,False,False,False,False,False,False,False,False,True,False,False,10125_8.txt,positive
14,316,17.25,9.75,3,False,False,False,False,False,False,False,False,False,False,False,10126_10.txt,positive
8,203,3.625,6.5,6,True,False,False,False,False,False,False,True,True,False,False,10127_8.txt,positive
13,345,12.375,11.375,3,False,False,False,False,False,False,False,False,True,True,False,10128_9.txt,positive
9,139,5.5,2.875,2,False,False,False,False,False,False,False,False,False,False,False,10129_7.txt,positive
15,306,7.25,8.0,3,True,False,False,False,False,False,False,False,False,False,False,1012_10.txt,positive
9,102,4.125,3.125,1,False,False,False,False,False,False,False,False,True,False,False,10130_10.txt,positive
8,132,3.625,1.625,0,False,False,False,False,False,True,False,False,True,False,False,10131_10.txt,positive
7,161,1.625,2.125,1,False,False,False,False,False,True,False,False,False,False,False,10132_9.txt,positive
7,117,5.472,4.9030000000000005,0,False,False,False,False,False,False,False,False,True,False,False,10133_7.txt,positive
16,666,28.125,28.375,10,True,False,False,False,False,False,False,True,False,False,False,10134_7.txt,positive
7,144,4.0,7.125,2,True,False,False,False,False,False,False,False,True,False,False,10135_7.txt,positive
7,180,8.625,5.0,2,False,True,False,False,False,False,True,True,False,False,False,10136_7.txt,positive
15,418,19.93,20.695,1,False,False,False,False,False,False,False,True,True,False,False,10137_7.txt,positive
14,299,9.625,11.875,4,True,False,False,False,False,False,False,True,False,False,False,10138_8.txt,positive
25,504,22.375,22.25,7,True,False,False,False,False,False,False,True,True,False,False,10139_8.txt,positive
21,336,6.625,9.625,0,False,False,False,False,False,False,False,False,False,False,False,1013_9.txt,positive
15,397,13.625,18.375,7,True,False,False,False,False,True,False,True,False,False,False,10140_8.txt,positive
7,156,7.25,6.25,3,False,False,False,False,False,False,False,True,False,False,False,10141_9.txt,positive
8,156,8.625,10.375,5,False,False,False,False,False,False,False,False,False,False,False,10142_8.txt,positive
11,187,10.0,9.75,3,False,False,False,False,False,False,False,True,True,True,False,10143_8.txt,positive
8,176,10.625,2.25,1,False,False,False,False,False,True,False,False,False,False,False,10144_8.txt,positive
11,136,8.375,2.75,1,False,False,False,False,False,True,False,False,True,False,False,10145_8.txt,positive
10,136,5.5,3.0,2,False,False,False,False,False,False,False,False,False,False,False,10146_7.txt,positive
21,287,14.125,8.375,5,False,False,False,False,False,True,False,False,True,False,False,10147_10.txt,positive
28,505,17.625,14.5,5,False,False,False,False,False,True,False,True,False,False,False,10148_10.txt,positive
5,89,0.625,3.75,1,False,False,False,False,False,False,False,False,True,False,False,10149_9.txt,positive
17,398,13.125,10.0,3,False,False,False,False,False,False,True,False,False,False,False,1014_9.txt,positive
19,338,14.875,8.75,3,False,False,False,False,False,True,False,False,False,False,False,10150_9.txt,positive
11,154,6.375,6.25,5,False,False,True,False,False,False,False,False,False,False,True,10151_8.txt,positive
9,146,4.5,2.375,3,False,False,False,False,False,False,False,False,False,False,False,10152_9.txt,positive
14,94,5.75,1.0,0,False,False,False,False,False,False,False,True,True,False,False,10153_9.txt,positive
9,165,8.625,5.875,3,False,False,False,False,False,False,False,False,True,False,False,10154_8.txt,positive
9,126,6.75,3.75,0,False,False,False,False,False,False,False,False,False,False,False,10155_9.txt,positive
11,183,6.375,5.25,2,False,False,False,False,False,False,False,False,True,False,False,10156_10.txt,positive
4,76,5.0,1.75,0,False,False,False,False,False,False,False,False,False,False,False,10157_10.txt,positive
11,106,3.375,1.625,1,False,False,False,False,False,True,False,False,True,False,False,10158_7.txt,positive
7,117,3.625,2.25,1,False,False,False,False,False,False,False,False,False,False,False,10159_7.txt,positive
8,135,4.25,5.25,1,False,False,False,False,False,True,False,False,False,False,False,1015_10.txt,positive
7,115,4.125,2.875,1,False,False,False,False,False,False,False,False,False,False,False,10160_7.txt,positive
28,393,20.694000000000003,16.056,6,True,False,False,False,False,False,False,False,False,False,True,10161_9.txt,positive
15,151,8.75,5.25,1,False,False,False,False,False,False,False,False,True,False,False,10162_9.txt,positive
7,121,6.125,1.75,0,False,False,False,False,False,False,False,True,False,False,False,10163_8.txt,positive
10,136,7.75,3.5,2,False,False,False,False,False,False,False,False,True,False,False,10164_7.txt,positive
6,149,5.0,4.875,3,False,False,False,False,False,False,False,False,False,False,False,10165_7.txt,positive
8,162,9.625,6.125,3,False,False,False,False,False,True,False,False,False,False,False,10166_7.txt,positive
10,219,10.75,6.125,2,False,False,False,False,False,False,False,False,False,False,False,10167_7.txt,positive
9,131,4.625,2.875,0,False,False,False,False,False,False,False,False,False,False,False,10168_8.txt,positive
14,158,6.625,6.0,4,True,False,False,False,False,False,True,False,False,False,False,10169_7.txt,positive
5,120,2.375,5.0,2,False,False,False,False,False,False,False,False,True,False,False,1016_8.txt,positive
7,145,8.0,6.5,1,False,False,False,False,False,False,False,False,False,False,False,10170_8.txt,positive
15,204,4.25,8.5,2,False,False,False,False,False,False,False,False,False,False,False,10171_7.txt,positive
6,137,8.0,5.75,0,False,False,False,False,False,False,False,True,False,False,False,10172_8.txt,positive
25,465,14.125,15.375,3,False,False,False,False,False,False,False,False,False,False,False,10173_8.txt,positive
20,269,11.75,10.25,3,False,False,False,False,False,False,False,False,False,False,False,10174_7.txt,positive
11,165,7.0,5.5,1,False,False,False,False,False,False,False,False,True,False,False,10175_10.txt,positive
21,424,18.125,12.25,1,False,False,False,False,False,False,False,False,False,False,True,10176_7.txt,positive
23,399,12.5,7.25,5,False,False,False,False,False,False,False,False,True,False,False,10177_9.txt,positive
11,165,7.0,5.5,1,False,False,False,False,False,False,False,False,True,False,False,10178_10.txt,positive
8,161,9.25,3.5,1,False,False,False,False,False,False,False,False,True,False,False,10179_9.txt,positive
10,160,8.625,8.625,4,False,False,True,False,False,False,False,False,False,False,False,1017_8.txt,positive
11,275,10.25,10.25,1,False,False,False,False,False,False,False,False,False,False,False,10180_7.txt,positive
10,183,6.75,4.625,1,False,False,False,False,False,True,False,False,False,False,False,10181_8.txt,positive
11,133,8.875,3.875,2,False,False,False,False,False,False,False,True,False,False,False,10182_8.txt,positive
9,136,4.75,2.875,1,False,False,False,False,False,False,False,True,True,False,False,10183_7.txt,positive
34,645,24.625,19.75,4,False,False,False,False,False,True,False,False,False,False,False,10184_9.txt,positive
23,492,21.25,18.5,5,True,False,False,False,False,True,False,False,False,False,False,10185_10.txt,positive
9,140,3.5,3.125,1,False,False,False,False,False,True,False,False,False,False,False,10186_8.txt,positive
9,123,7.875,4.0,3,False,False,False,False,False,False,False,False,False,False,True,10187_7.txt,positive
30,536,27.583,20.917,3,False,False,False,False,False,True,True,False,True,True,True,10188_8.txt,positive
32,426,18.125,18.125,10,True,True,False,False,True,False,False,True,False,False,False,10189_7.txt,positive
4,54,1.0,1.5,1,False,False,False,False,False,False,False,False,True,False,False,1018_8.txt,positive
15,517,22.75,17.375,3,True,False,False,False,False,True,False,True,False,False,False,10190_7.txt,positive
7,153,6.375,5.125,1,False,False,False,False,False,False,False,False,True,False,False,10191_10.txt,positive
8,153,2.25,3.25,2,False,False,False,False,False,False,False,False,True,False,False,10192_8.txt,positive
29,595,21.0,14.25,6,False,False,False,False,False,True,False,True,True,False,False,10193_9.txt,positive
6,101,3.0,5.25,2,False,False,False,False,False,False,False,False,False,False,False,10194_10.txt,positive
10,260,10.5,5.75,2,False,False,False,False,False,True,False,True,True,False,False,10195_8.txt,positive
5,91,3.875,1.25,1,False,False,False,False,False,True,False,True,False,False,False,10196_10.txt,positive
15,260,10.625,8.625,3,False,False,False,False,False,False,False,False,True,False,False,10197_7.txt,positive
8,173,6.875,4.875,1,False,False,False,False,False,False,False,False,False,False,False,10198_8.txt,positive
29,354,11.75,9.875,3,True,False,False,False,False,False,False,False,True,False,False,10199_7.txt,positive
47,971,24.125,26.125,6,False,False,False,False,False,False,False,False,False,False,False,1019_10.txt,positive
4,127,7.0,5.625,1,False,False,False,False,False,False,False,False,False,False,True,101_8.txt,positive
10,133,5.25,5.5,2,False,False,False,False,False,False,False,False,True,False,False,10200_10.txt,positive
5,138,4.625,5.0,3,False,False,False,False,False,False,False,False,False,False,False,10201_10.txt,positive
9,158,7.625,5.0,1,False,False,False,False,False,True,False,False,False,False,False,10202_10.txt,positive
12,154,8.125,6.125,3,False,False,False,False,False,True,False,False,True,False,False,10203_10.txt,positive
11,141,3.625,4.875,3,False,False,False,False,False,False,False,True,False,False,False,10204_8.txt,positive
5,89,5.625,1.5,1,False,False,False,False,False,False,True,False,True,False,False,10205_10.txt,positive
12,193,5.0,6.0,3,False,False,False,False,False,False,False,False,True,False,False,10206_10.txt,positive
3,44,2.375,0.875,0,False,False,False,False,False,False,False,False,False,False,True,10207_10.txt,positive
24,371,11.125,12.375,2,False,False,False,False,False,True,False,False,False,False,False,10208_7.txt,positive
5,183,5.25,5.75,2,False,False,False,False,False,True,False,False,False,False,False,10209_7.txt,positive
21,633,23.0,17.375,5,False,False,False,False,False,False,False,False,True,False,False,1020_10.txt,positive
8,207,11.875,7.625,5,True,False,False,False,False,False,False,False,True,False,False,10210_7.txt,positive
25,541,21.25,14.0,3,False,False,False,False,True,True,False,False,False,False,False,10211_7.txt,positive
6,81,5.0,0.75,0,False,False,False,False,False,True,True,True,True,False,True,10212_8.txt,positive
14,323,5.0,8.25,3,False,False,False,False,False,False,True,False,False,False,False,10213_8.txt,positive
14,215,8.25,8.125,4,True,False,False,False,False,False,False,True,False,False,False,10214_10.txt,positive
16,437,21.0,17.25,9,False,False,False,False,False,False,False,True,True,False,False,10215_10.txt,positive
3,87,4.25,4.25,0,False,False,False,False,False,False,False,False,False,False,False,10216_8.txt,positive
6,128,3.625,2.875,2,False,False,False,False,False,False,False,False,False,False,False,10217_9.txt,positive
29,361,11.25,10.5,2,True,False,False,False,False,True,False,False,False,False,False,10218_8.txt,positive
16,474,14.069,21.431,3,True,False,False,False,False,False,False,False,True,False,True,10219_10.txt,positive
6,157,9.625,4.25,2,False,False,False,False,False,False,False,False,False,False,False,1021_10.txt,positive
28,297,10.125,13.25,6,True,False,False,False,False,True,False,False,False,False,False,10220_7.txt,positive
1,57,1.75,3.5,0,False,False,False,False,False,False,False,False,False,False,False,10221_8.txt,positive
19,358,12.25,12.875,2,False,False,False,False,False,False,True,True,False,False,False,10222_9.txt,positive
11,214,11.125,14.25,2,False,False,False,False,False,True,True,False,True,False,False,10223_10.txt,positive
18,238,13.0,10.5,7,True,False,False,False,False,False,False,True,False,False,False,10224_10.txt,positive
6,78,3.5,2.125,1,False,False,True,False,False,False,False,True,False,False,False,10225_9.txt,positive
8,108,1.875,1.375,1,False,False,False,False,False,False,False,True,False,False,False,10226_10.txt,positive
15,414,20.625,20.75,2,False,False,True,False,False,True,False,False,False,False,False,10227_10.txt,positive
22,472,28.239,22.261,8,True,False,False,False,True,False,False,False,False,False,True,10228_8.txt,positive
14,330,11.125,7.625,0,True,True,False,False,False,True,False,True,False,False,False,10229_8.txt,positive
9,156,8.875,8.125,4,False,False,False,False,False,True,False,True,False,False,False,1022_10.txt,positive
12,206,5.125,4.125,2,False,False,False,False,False,False,False,False,True,False,False,10230_9.txt,positive
16,744,33.25,29.875,4,True,False,True,False,False,False,False,True,True,False,False,10231_10.txt,positive
5,121,3.375,3.125,1,False,False,False,False,False,False,False,True,False,False,False,10232_10.txt,positive
10,217,7.125,7.375,5,False,False,False,False,False,False,False,False,False,False,False,10233_7.txt,positive
8,138,5.2219999999999995,6.1530000000000005,3,True,False,False,False,False,False,False,False,True,False,False,10234_10.txt,positive
13,197,5.375,9.375,2,True,False,False,False,False,False,False,True,False,False,False,10235_8.txt,positive
5,81,1.625,3.25,1,False,False,False,False,False,False,False,False,False,False,False,10236_8.txt,positive
20,393,15.25,14.375,10,False,False,False,False,False,False,False,False,False,False,False,10237_10.txt,positive
5,140,9.75,9.625,5,True,False,False,False,False,True,False,False,False,False,False,10238_10.txt,positive
8,116,5.0,4.0,2,False,False,False,False,False,True,False,False,False,False,False,10239_10.txt,positive
19,228,7.5,6.25,2,False,False,False,False,False,False,True,False,False,False,False,1023_10.txt,positive
11,196,9.5,3.5,2,False,False,False,False,False,False,False,False,False,False,False,10240_8.txt,positive
20,366,17.875,12.375,7,False,False,False,False,False,True,False,False,True,True,True,10241_8.txt,positive
12,434,15.75,14.125,5,False,False,False,False,False,False,False,False,True,False,False,10242_8.txt,positive
0,0,0,0,0,False,False,False,False,False,False,False,False,False,False,False,10243_10.txt,positive
11,174,5.75,3.25,2,False,False,False,False,False,False,False,False,False,False,False,10244_7.txt,positive
5,116,5.25,4.375,2,False,False,False,False,False,True,False,False,True,False,False,10245_10.txt,positive
17,329,15.0,11.375,6,True,False,False,False,False,False,False,False,False,False,False,10246_10.txt,positive
14,236,11.5,7.875,2,True,False,False,False,False,False,False,False,False,False,False,10247_10.txt,positive
13,269,10.875,7.75,3,False,True,False,False,False,False,False,False,False,False,False,10248_7.txt,positive
15,306,9.375,9.875,2,False,False,False,False,False,False,False,False,False,False,False,10249_7.txt,positive
54,739,17.375,19.75,7,False,False,False,False,False,False,False,False,True,False,False,1024_9.txt,positive
7,123,5.5,5.25,0,False,False,False,False,False,False,False,False,False,False,False,10250_10.txt,positive
3,77,4.25,1.125,0,False,False,False,False,False,False,False,True,False,False,False,10251_10.txt,positive
15,234,5.25,10.625,8,False,False,False,False,False,False,False,True,False,False,False,10252_9.txt,positive
12,133,4.875,3.375,2,False,False,False,False,False,False,False,False,False,False,False,10253_10.txt,positive
7,63,3.75,2.25,1,False,False,False,False,False,False,False,True,True,False,False,10254_8.txt,positive
7,137,4.5,4.625,1,False,False,False,False,False,False,False,True,False,False,False,10255_9.txt,positive
8,213,5.375,8.5,1,False,False,False,False,False,False,False,False,True,False,False,10256_8.txt,positive
6,92,4.5,2.125,0,False,False,False,False,False,False,False,False,False,False,False,10257_8.txt,positive
38,470,18.75,17.5,10,False,False,False,False,False,True,True,False,False,False,False,10258_10.txt,positive
15,382,12.125,18.625,3,False,False,False,False,False,False,False,False,False,False,False,10259_8.txt,positive
19,306,9.875,5.5,1,False,False,False,False,False,False,False,False,True,False,False,1025_8.txt,positive
6,157,7.375,9.625,0,False,False,False,False,False,False,False,False,False,False,False,10260_10.txt,positive
4,108,7.375,4.875,3,False,False,False,False,False,False,False,False,False,False,False,10261_8.txt,positive
3,40,0.25,0.75,0,False,False,False,False,False,False,False,False,False,False,False,10262_10.txt,positive
13,277,10.375,8.25,3,False,False,False,False,False,False,False,True,False,False,False,10263_10.txt,positive
5,64,3.5,0.75,0,False,False,False,False,False,False,False,False,True,False,False,10264_10.txt,positive
5,68,3.25,2.5,0,False,False,False,False,False,False,False,False,False,False,False,10265_9.txt,positive
10,132,6.25,4.0,1,False,False,False,False,False,False,False,True,False,False,False,10266_9.txt,positive
9,132,4.5,1.625,0,False,False,False,False,False,False,False,False,False,False,False,10267_8.txt,positive
9,155,4.75,4.375,2,False,False,False,False,False,True,False,False,False,False,False,10268_9.txt,positive
5,74,4.0,1.875,0,False,False,False,False,False,False,False,False,False,False,False,10269_7.txt,positive
41,530,15.375,18.375,5,True,False,False,False,False,True,False,True,False,False,False,1026_9.txt,positive
2,40,2.0,2.5,0,False,False,False,False,False,False,False,False,False,False,False,10270_9.txt,positive
5,78,2.0,4.125,1,False,False,False,False,False,False,False,False,True,False,False,10271_10.txt,positive
9,119,2.625,2.375,1,False,False,False,False,False,False,False,False,False,False,False,10272_10.txt,positive
15,393,13.375,13.25,3,False,False,False,False,False,False,False,False,True,False,False,10273_8.txt,positive
8,118,6.125,4.375,2,False,False,False,False,False,False,False,False,False,False,False,10274_8.txt,positive
10,245,14.5,7.375,2,True,False,False,False,False,False,False,False,False,True,False,10275_10.txt,positive
6,143,7.75,5.125,1,False,False,False,False,False,False,False,False,False,False,False,10276_10.txt,positive
11,107,6.0,3.625,4,False,False,False,False,False,False,True,False,False,False,False,10277_9.txt,positive
12,222,7.875,5.5,3,False,False,False,False,False,False,False,False,False,False,False,10278_7.txt,positive
8,162,6.625,5.5,0,False,False,False,False,False,False,False,True,True,False,False,10279_8.txt,positive
17,299,13.847,10.903,6,False,False,False,False,False,False,False,False,True,False,False,1027_8.txt,positive
22,498,23.125,18.75,11,False,False,False,False,False,True,True,True,True,True,False,10280_10.txt,positive
41,640,21.625,23.375,12,True,False,False,False,False,False,False,True,False,False,False,10281_7.txt,positive
15,262,13.125,8.0,3,False,False,False,False,False,False,False,False,False,False,False,10282_8.txt,positive
18,325,16.375,9.375,2,False,False,False,False,False,False,True,False,False,False,False,10283_10.txt,positive
17,439,12.0,7.125,2,False,False,False,False,False,False,False,True,True,True,False,10284_9.txt,positive
35,574,17.875,13.875,7,False,False,False,False,False,False,False,True,True,False,False,10285_10.txt,positive
16,259,12.75,9.25,4,False,False,False,False,False,False,False,False,False,False,False,10286_9.txt,positive
8,99,5.375,2.625,1,False,False,False,False,False,False,False,False,False,False,False,10287_8.txt,positive
5,37,3.875,0.75,1,False,False,False,False,False,False,False,False,False,False,False,10288_10.txt,positive
6,57,2.25,2.75,0,False,False,False,False,False,True,False,False,True,False,False,10289_10.txt,positive
4,347,14.0,18.375,13,False,False,False,False,False,False,False,True,True,False,False,1028_10.txt,positive
16,340,15.0,8.75,1,False,False,False,False,False,False,False,True,True,True,False,10290_8.txt,positive
13,187,5.125,6.625,1,True,False,False,False,False,False,False,True,False,False,False,10291_7.txt,positive
7,124,4.0,7.25,3,False,False,False,False,False,False,False,False,False,False,False,10292_7.txt,positive
14,224,8.5,5.75,3,False,False,False,False,False,False,False,False,False,False,False,10293_8.txt,positive
6,152,8.25,4.875,0,False,False,False,False,False,False,False,False,True,False,False,10294_8.txt,positive
5,64,4.0,2.0,2,False,False,False,False,False,False,False,False,False,False,False,10295_7.txt,positive
3,73,2.25,1.625,0,False,False,False,False,False,False,False,False,True,False,False,10296_8.txt,positive
10,112,6.875,3.875,3,False,False,False,False,False,False,False,False,True,True,False,10297_8.txt,positive
10,175,7.739,7.511,2,False,False,False,False,False,True,False,False,True,False,False,10298_9.txt,positive
12,153,6.75,6.375,0,False,False,False,False,False,False,False,False,True,False,False,10299_9.txt,positive
6,160,8.0,5.75,1,False,False,False,False,False,False,False,False,False,False,False,1029_9.txt,positive
8,282,6.875,8.75,2,True,False,False,False,False,False,False,False,False,False,False,102_10.txt,positive
5,55,3.125,2.0,0,False,False,False,False,False,False,False,False,False,False,False,10300_10.txt,positive
4,80,2.625,2.25,0,False,False,False,False,True,False,False,True,True,False,False,10301_8.txt,positive
13,132,3.375,6.375,1,False,False,False,False,False,False,False,True,True,False,False,10302_9.txt,positive
8,144,5.625,6.375,1,False,False,False,False,False,False,False,False,False,False,False,10303_7.txt,positive
9,236,9.5,6.5,1,False,False,True,False,False,False,False,True,False,False,False,10304_7.txt,positive
6,69,3.125,3.625,1,False,False,False,False,False,False,False,False,False,False,False,10305_8.txt,positive
11,165,8.375,3.25,2,False,False,False,False,False,False,False,False,False,False,False,10306_8.txt,positive
23,404,19.75,13.0,11,False,False,False,False,False,False,True,False,True,False,True,10307_8.txt,positive
8,135,5.75,4.0,1,False,False,False,False,False,False,False,True,False,False,False,10308_8.txt,positive
12,289,9.375,5.75,2,False,False,False,False,False,False,False,False,False,False,False,10309_7.txt,positive
14,306,10.125,10.25,5,True,False,False,False,False,True,False,True,True,False,False,1030_10.txt,positive
32,433,19.375,20.125,7,False,False,False,False,False,True,False,False,True,False,True,10310_9.txt,positive
38,1289,56.25,36.25,4,True,False,False,False,False,True,False,False,True,False,False,10311_9.txt,positive
3,46,2.25,2.5,0,True,False,False,False,False,True,False,False,False,False,False,10312_10.txt,positive
